iter	Logloss
264	0.3726242093
265	0.3720322451
266	0.3717531309
267	0.3709155006
268	0.3701263207
269	0.3698773061
270	0.3697435845
271	0.3691018884
272	0.3690483948
273	0.3685364303
274	0.3677846334
275	0.3676241737
276	0.367369799
277	0.3668735231
278	0.3666337344
279	0.3660119197
280	0.3660115409
281	0.3660097988
282	0.3653679248
283	0.3651055469
284	0.3647261017
285	0.3645972728
286	0.3640150885
287	0.3632199674
288	0.3624104139
289	0.3622703783
290	0.3618925939
291	0.3614389913
292	0.3612133988
293	0.3610844196
294	0.3601817658
295	0.3597925675
296	0.3594237509
297	0.3592483268
298	0.3584688389
299	0.3584236988
300	0.3576799793
301	0.3572134098
302	0.3569647009
303	0.3563772331
304	0.3555938394
305	0.3550564394
306	0.3546770339
307	0.3542710603
308	0.3539869177
309	0.3538611572
310	0.3534747944
311	0.3530761498
312	0.3526912392
313	0.3522248425
314	0.3519216413
315	0.3516177195
316	0.3513005364
317	0.3510277207
318	0.3507454626
319	0.3503214409
320	0.3500070363
321	0.3494167242
322	0.3487187777
323	0.3481513938
324	0.3476474253
325	0.3470883727
326	0.3468314581
327	0.3465513395
328	0.3464599965
329	0.3457382701
330	0.3454259401
331	0.3451261608
332	0.3448464484
333	0.3443865341
334	0.3439635814
335	0.3433436019
336	0.3430947301
337	0.342860434
338	0.3426774334
339	0.3425835647
340	0.3423093002
341	0.3419215563
342	0.3414385391
343	0.3411315819
344	0.3405864865
345	0.3403112315
346	0.3394916533
347	0.3390993626
348	0.3387862249
349	0.338397163
350	0.3381958003
351	0.3378747843
352	0.3375225077
353	0.3371112029
354	0.3364679758
355	0.3358054956
356	0.3357091079
357	0.3354745361
358	0.3354741576
359	0.3352809851
360	0.3348023687
361	0.3343003915
362	0.3336282793
363	0.3329136366
364	0.3322963962
365	0.3320230287
366	0.3316278223
367	0.3309156337
368	0.3303599928
369	0.330179189
370	0.3299816579
371	0.3296048715
372	0.3289329185
373	0.3286464393
374	0.3280915877
375	0.3279808724
376	0.3274561565
377	0.3270684514
378	0.3265785475
379	0.3258844594
380	0.3254156658
381	0.3253505691
382	0.3251870115
383	0.3244344536
384	0.3238187591
385	0.3231691742
386	0.3226938441
387	0.321802763
388	0.32151009
389	0.3210357688
390	0.3205084564
391	0.3198231215
392	0.3193110251
393	0.318712869
394	0.3179650857
395	0.3175996583
396	0.3172948258
397	0.3167947935
398	0.3165213085
399	0.3162325446
400	0.3155654344
401	0.3149349161
402	0.3141903809
403	0.3140597568
404	0.3136251291
405	0.3127893907
406	0.3123935886
407	0.3121171061
408	0.3119186698
409	0.3113995951
410	0.3111084706
411	0.3105321582
412	0.3101684581
413	0.309918436
414	0.309564107
415	0.3092205243
416	0.3086358192
417	0.308548203
418	0.3079993137
419	0.307350127
420	0.3067334653
421	0.3064476469
422	0.3058662459
423	0.3053177232
424	0.3046284094
425	0.3044970929
426	0.3035235389
427	0.303455133
428	0.3028936621
429	0.3028199062
430	0.3025356946
431	0.3020342307
432	0.3014844607
433	0.3009844369
434	0.3007494435
435	0.3002756585
436	0.2995238974
437	0.2990648199
438	0.298765923
439	0.2984170479
440	0.2982807369
441	0.2977439081
442	0.2973699361
443	0.2970625647
444	0.296571231
445	0.2960709353
446	0.295669671
447	0.2955138359
448	0.2952586704
449	0.2946656487
450	0.2942628305
451	0.2939835719
452	0.2936742448
453	0.2933064689
454	0.2930820681
455	0.2923624183
456	0.2922517516
457	0.2921496053
458	0.2917427807
459	0.2912835697
460	0.2910326378
461	0.2904616862
462	0.2903407564
463	0.2901315554
464	0.2898367858
465	0.2897760208
466	0.2896238406
467	0.2892730934
468	0.2889435633
469	0.2885102991
470	0.2883828317
471	0.2878586516
472	0.2872282583
473	0.2868982117
474	0.2866221223
475	0.2863986226
476	0.2862207148
477	0.286093182
478	0.2855811588
479	0.2851939332
480	0.2850431029
481	0.2846141064
482	0.2844112147
483	0.2842999166
484	0.2836370882
485	0.283597017
486	0.2829941298
487	0.2825165968
488	0.2823761743
489	0.2820388537
490	0.2818687087
491	0.2813998424
492	0.2813781183
493	0.281128657
494	0.2808473265
495	0.2805699753
496	0.2803624726
497	0.279999459
498	0.2796317105
499	0.2792630049
